CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,euro_income,age,years_employed,pay_danger
0,0,1,1,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,3,29250.0,30,0,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,0,0,1,3,29250.0,35,1,0.0
1,1,1,1,State servant,Secondary / secondary special,Married,House / apartment,0,0,1,3,29250.0,37,4,0.0
0,0,1,0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,37,3,0.0
0,1,1,1,Working,Secondary / secondary special,Married,House / apartment,0,1,0,3,29250.0,31,2,0.0
0,1,1,1,Working,Secondary / secondary special,Married,House / apartment,0,1,0,3,29250.0,31,2,0.0
0,1,1,1,Working,Secondary / secondary special,Married,House / apartment,0,1,0,3,29250.0,31,2,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,1,0,2,29250.0,59,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,1,0,2,29250.0,59,0,0.0
0,0,1,0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2,29250.0,60,7,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,1,29250.0,57,2,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,1,29250.0,57,2,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,1,29250.0,57,2,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,1,29250.0,57,2,0.0
1,1,1,0,Working,Higher education,Separated,Rented apartment,1,0,0,1,29250.0,30,0,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,62,4,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,62,4,0.0
1,1,1,0,Working,Higher education,Single / not married,House / apartment,0,1,1,1,29250.0,26,1,0.0
1,1,1,0,Working,Higher education,Single / not married,House / apartment,0,1,1,1,29250.0,26,1,0.0
0,1,1,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,29250.0,57,15,0.0
0,1,1,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,29250.0,57,15,0.0
0,0,1,1,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,25,5,0.0
0,0,1,1,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,25,5,0.0
0,0,1,1,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,25,5,0.0
0,0,1,1,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,25,5,0.0
0,0,1,2,Working,Secondary / secondary special,Married,House / apartment,1,1,0,4,29250.0,48,1,0.0
0,0,1,2,Working,Secondary / secondary special,Married,House / apartment,1,1,0,4,29250.0,48,1,0.0
1,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,40,2,0.0
1,0,1,0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,48,1,0.0
1,0,1,0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,48,1,0.0
1,0,1,0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,48,1,0.0
0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,1,1,0,4,29250.0,44,18,0.0
0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,1,1,0,4,29250.0,44,18,0.0
0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,1,1,0,4,29250.0,44,18,0.0
0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,1,1,0,4,29250.0,44,18,0.0
0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,1,1,0,4,29250.0,44,18,0.0
0,1,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,29250.0,47,0,0.0
1,1,1,0,Pensioner,Higher education,Married,House / apartment,0,1,0,2,29250.0,60,0,0.0
1,0,1,0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2,29250.0,29,2,0.0
1,0,1,0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2,29250.0,29,2,0.0
1,0,1,1,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,29250.0,35,5,0.0
1,0,1,1,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,29250.0,35,5,0.0
1,0,1,1,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,29250.0,35,5,0.0
1,0,1,1,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,29250.0,35,5,0.0
1,0,1,1,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,29250.0,35,5,0.0
1,0,1,1,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,29250.0,35,5,0.0
1,0,1,1,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,29250.0,35,5,0.0
1,0,1,2,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,4,29250.0,30,4,0.0
0,0,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,28,7,0.0
1,1,1,0,Commercial associate,Higher education,Married,House / apartment,1,1,1,2,29250.0,53,8,0.0
1,1,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,2,29250.0,58,4,0.0
0,0,1,0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,27,1,0.0
0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,51,8,0.0
0,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,53,1,0.0
0,0,0,2,Working,Incomplete higher,Married,House / apartment,0,0,0,4,29250.0,38,0,0.0
0,0,1,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,1,1,29250.0,25,3,0.0
0,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,2,29250.0,32,10,0.0
0,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,2,29250.0,32,10,0.0
0,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,2,29250.0,32,10,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,51,2,0.0
1,0,1,1,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,29250.0,41,9,0.0
0,1,1,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,2,29250.0,48,8,0.0
1,1,1,1,Commercial associate,Higher education,Separated,House / apartment,0,0,1,2,29250.0,42,0,0.0
1,1,1,1,Commercial associate,Higher education,Separated,House / apartment,0,0,1,2,29250.0,42,0,0.0
1,1,1,1,Commercial associate,Higher education,Separated,House / apartment,0,0,1,2,29250.0,42,0,0.0
0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,29250.0,34,3,0.0
0,1,0,0,State servant,Higher education,Civil marriage,House / apartment,0,0,1,2,29250.0,43,14,0.0
1,0,1,0,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,1,29250.0,36,7,0.0
1,0,1,0,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,1,29250.0,36,7,0.0
1,0,1,0,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,1,29250.0,36,7,0.0
0,1,1,0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,29250.0,48,2,0.0
0,1,1,0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,29250.0,48,2,0.0
0,1,1,0,Working,Incomplete higher,Married,House / apartment,0,1,0,2,29250.0,27,1,0.0
0,1,1,0,Working,Incomplete higher,Married,House / apartment,0,1,0,2,29250.0,27,1,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,41,23,0.0
1,0,1,3,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,4,29250.0,32,13,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,1,29250.0,57,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,1,29250.0,57,0,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,64,13,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,64,13,0.0
0,0,0,0,Working,Secondary / secondary special,Single / not married,Co-op apartment,0,0,0,1,29250.0,32,0,0.0
0,0,0,0,Working,Secondary / secondary special,Single / not married,Co-op apartment,0,0,0,1,29250.0,32,0,0.0
0,0,0,0,Working,Secondary / secondary special,Single / not married,Co-op apartment,0,0,0,1,29250.0,32,0,0.0
0,0,0,0,Working,Secondary / secondary special,Single / not married,Co-op apartment,0,0,0,1,29250.0,32,0,0.0
0,1,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,48,6,0.0
0,1,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,48,6,0.0
0,1,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,48,6,0.0
0,1,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,48,6,0.0
0,1,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,48,6,0.0
0,1,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,48,6,0.0
0,1,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,48,6,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,2,29250.0,64,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,2,29250.0,64,0,0.0
1,0,1,0,Working,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,37,9,0.0
0,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,2,29250.0,40,11,0.0
0,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,2,29250.0,40,11,0.0
1,0,0,0,Commercial associate,Higher education,Married,With parents,0,0,0,2,29250.0,26,2,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,57,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,57,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,57,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,57,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,57,0,0.0
1,1,1,0,Pensioner,Higher education,Married,House / apartment,0,1,0,2,29250.0,60,0,0.0
1,1,1,0,Working,Higher education,Married,House / apartment,1,0,0,2,29250.0,32,9,0.0
1,1,1,0,Working,Higher education,Married,House / apartment,1,0,0,2,29250.0,32,9,0.0
0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,0,0,1,3,29250.0,51,6,0.0
0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,0,0,1,3,29250.0,51,6,0.0
0,1,0,1,Working,Secondary / secondary special,Married,House / apartment,0,0,1,3,29250.0,51,6,0.0
1,0,1,2,Working,Higher education,Married,House / apartment,0,1,0,4,29250.0,37,15,0.0
1,0,1,2,Working,Higher education,Married,House / apartment,0,1,0,4,29250.0,37,15,0.0
0,1,0,0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,2,29250.0,39,1,0.0
0,1,0,0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,2,29250.0,39,1,0.0
0,1,0,0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,2,29250.0,39,1,0.0
0,1,0,0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,2,29250.0,39,1,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,47,5,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,47,5,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,47,5,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,47,5,0.0
0,0,1,1,Working,Higher education,Married,House / apartment,0,0,0,3,29250.0,36,10,0.0
0,0,1,1,Working,Higher education,Married,House / apartment,0,0,0,3,29250.0,36,10,0.0
0,0,1,1,Working,Higher education,Married,House / apartment,0,0,0,3,29250.0,36,10,0.0
0,0,1,1,Working,Higher education,Married,House / apartment,0,0,0,3,29250.0,36,10,0.0
1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,29250.0,36,16,0.0
1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,29250.0,36,16,0.0
1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,29250.0,36,16,0.0
1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,29250.0,36,16,0.0
1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,29250.0,36,16,0.0
1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,29250.0,36,16,0.0
1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,29250.0,36,16,0.0
0,1,1,1,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,39,4,0.0
0,1,1,0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,2,29250.0,33,6,0.0
0,1,1,0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,2,29250.0,33,6,0.0
0,1,1,0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,2,29250.0,33,6,0.0
0,1,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,2,29250.0,33,2,0.0
0,1,1,0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2,29250.0,46,5,0.0
0,1,0,0,Working,Higher education,Married,House / apartment,0,0,0,2,29250.0,40,8,0.0
1,0,1,2,Working,Higher education,Married,House / apartment,0,0,0,4,29250.0,27,7,0.0
1,0,1,2,Working,Higher education,Married,House / apartment,0,0,0,4,29250.0,27,7,0.0
1,0,1,2,Working,Higher education,Married,House / apartment,0,0,0,4,29250.0,27,7,0.0
1,0,0,0,Working,Higher education,Married,House / apartment,0,0,0,2,29250.0,46,7,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,32,0,0.0
1,0,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,56,25,0.0
1,0,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,56,25,0.0
1,0,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,56,25,0.0
1,0,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,56,25,0.0
0,0,1,0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,33,1,0.0
1,1,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,59,0,0.0
1,1,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,59,0,0.0
1,0,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,29250.0,32,5,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,43,9,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,43,9,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,43,9,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,43,9,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,43,9,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,43,9,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,43,9,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,43,9,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,43,9,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,43,9,0.0
1,0,1,1,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,2,29250.0,43,9,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,29250.0,39,0,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,29250.0,39,0,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,29250.0,39,0,0.0
0,0,1,0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,2,29250.0,45,0,0.0
0,0,1,0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,2,29250.0,45,0,0.0
0,0,1,0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,2,29250.0,45,0,0.0
0,0,1,0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,2,29250.0,45,0,0.0
0,0,1,0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,2,29250.0,45,0,0.0
0,0,1,0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,2,29250.0,45,0,0.0
0,0,1,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,29250.0,51,8,0.0
0,0,1,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,29250.0,51,8,0.0
0,0,1,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,29250.0,51,8,0.0
0,0,1,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,29250.0,51,8,0.0
0,0,1,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,29250.0,51,8,0.0
0,0,1,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,29250.0,51,8,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,29250.0,47,0,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,3,29250.0,41,11,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,3,29250.0,41,11,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,3,29250.0,41,11,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,3,29250.0,41,11,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,3,29250.0,41,11,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,3,29250.0,41,11,0.0
0,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,3,29250.0,41,11,0.0
0,1,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,25,4,0.0
0,1,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,25,4,0.0
0,1,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,25,4,0.0
0,1,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,25,4,0.0
0,1,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,25,4,0.0
0,1,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,25,4,0.0
0,1,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,25,4,0.0
0,1,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,25,4,0.0
0,1,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,25,4,0.0
0,1,1,0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,29250.0,25,4,0.0
0,0,0,1,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3,29250.0,37,2,0.0
0,0,0,1,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3,29250.0,37,2,0.0
0,0,0,1,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3,29250.0,37,2,0.0
1,1,0,0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,1,29250.0,34,1,0.0
1,1,0,0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,1,29250.0,34,1,0.0
1,1,0,0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,1,29250.0,34,1,0.0
1,1,0,0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,1,29250.0,34,1,0.0
1,1,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,29250.0,36,10,0.0
1,1,0,0,Working,Higher education,Married,House / apartment,1,1,0,2,29250.0,55,6,0.0
1,1,0,0,Working,Higher education,Married,House / apartment,1,1,0,2,29250.0,55,6,0.0
1,0,0,0,Working,Higher education,Single / not married,House / apartment,0,1,0,1,29250.0,29,10,0.0
1,0,0,0,Working,Higher education,Single / not married,House / apartment,0,1,0,1,29250.0,29,10,0.0
0,1,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,29250.0,24,0,0.0
0,1,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,29250.0,24,0,0.0
0,1,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,29250.0,24,0,0.0
0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,1,0,0,4,29250.0,29,6,0.0
0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,1,0,0,4,29250.0,29,6,0.0
0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,1,0,0,4,29250.0,29,6,0.0
0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,1,0,0,4,29250.0,29,6,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,62,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,62,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,62,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,62,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,62,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,62,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,62,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,62,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,62,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,62,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,29250.0,62,0,0.0
1,0,1,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,1,1,3,29250.0,45,5,0.0
0,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,36,3,0.0
1,0,0,0,State servant,Secondary / secondary special,Single / not married,Office apartment,0,0,0,1,29250.0,40,10,0.0
1,0,0,0,State servant,Secondary / secondary special,Single / not married,Office apartment,0,0,0,1,29250.0,40,10,0.0
0,1,1,0,Working,Incomplete higher,Married,House / apartment,0,0,0,2,29250.0,33,4,0.0
0,1,1,0,Working,Incomplete higher,Married,House / apartment,0,0,0,2,29250.0,33,4,0.0
0,1,1,0,Working,Incomplete higher,Married,House / apartment,0,0,0,2,29250.0,33,4,0.0
0,0,0,1,Working,Higher education,Married,House / apartment,0,0,0,3,29250.0,37,17,0.0
1,1,1,0,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,2,29250.0,29,0,0.0
1,1,1,1,Working,Secondary / secondary special,Separated,House / apartment,0,1,1,2,29250.0,39,10,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,46,8,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,38,2,0.0
1,0,1,0,Working,Higher education,Married,House / apartment,0,1,0,2,29250.0,32,2,0.0
1,0,1,0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,2,29250.0,36,14,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,1,1,29250.0,50,2,0.0
0,1,0,2,Working,Secondary / secondary special,Married,House / apartment,0,1,0,4,29250.0,33,9,0.0
0,1,1,0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2,29250.0,29,0,0.0
1,0,1,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,1,0,1,29250.0,57,4,0.0
1,0,0,0,Commercial associate,Higher education,Single / not married,House / apartment,0,1,0,1,29250.0,37,1,0.0
0,0,1,0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,1,1,29250.0,40,1,0.0
0,1,0,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,29,3,0.0
0,1,0,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,29,3,0.0
0,1,0,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,29,3,0.0
0,1,0,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,29,3,0.0
0,1,0,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,29250.0,29,3,0.0
